 1.0;1.0; 0.0;    1.0;0.0;0.0;    0.329412;0.329412;0.329412;    1.0;0.0;
-1.0;0.5;-0.5;    1.0;0.0;0.0;    0.329412;0.329412;0.329412;    0.0;0.0;
 1.0;0.5;-0.5;    1.0;0.0;0.0;    0.329412;0.329412;0.329412;    0.0;1.0;
 				                  
-1.0;0.5;-0.5;    1.0;0.0;0.0;    0.329412;0.329412;0.329412;    1.0;0.0;
-1.0;1.0; 0.0;    1.0;0.0;0.0;    0.329412;0.329412;0.329412;    0.0;0.0;
 1.0;1.0; 0.0;    1.0;0.0;0.0;    0.329412;0.329412;0.329412;    0.0;1.0;
 				                  
 1.0;1.0; 0.0;    1.0;0.0;0.0;    0.329412;0.329412;0.329412;    1.0;0.0;
-1.0;0.5; 0.5;    1.0;0.0;0.0;    0.329412;0.329412;0.329412;    0.0;0.0;
 1.0;0.5; 0.5;    1.0;0.0;0.0;    0.329412;0.329412;0.329412;    0.0;1.0;
 				                  
-1.0;0.5; 0.5;    1.0;0.0;0.0;    0.329412;0.329412;0.329412;    1.0;0.0;
-1.0;1.0; 0.0;    1.0;0.0;0.0;    0.329412;0.329412;0.329412;    0.0;0.0;
 1.0;1.0; 0.0;    1.0;0.0;0.0;    0.329412;0.329412;0.329412;    0.0;1.0;